model_id	results_id
r16474_k0	p_r_16474_k0_reaction_16474
r16475_k0	p_r_16475_k0_reaction_16475
r16476_k0	p_r_16476_k0_reaction_16476
r16477_k0	p_r_16477_k0_reaction_16477
r16478_k0	p_r_16478_k0_reaction_16478
r16479_k0	p_r_16479_k0_reaction_16479
r1648_k0	p_r_1648_k0_reaction_1648
r1648_kE1	p_r_1648_kE1_reaction_1648
r16480_k0	p_r_16480_k0_reaction_16480
r16481_k0	p_r_16481_k0_reaction_16481
r16482_k0	p_r_16482_k0_reaction_16482
r16482_kE2	p_r_16482_kE2_reaction_16482
r16482_kE1	p_r_16482_kE1_reaction_16482
r16483_k0	p_r_16483_k0_reaction_16483
r16484_k0	p_r_16484_k0_reaction_16484
r16485_k0	p_r_16485_k0_reaction_16485
r16486_k0	p_r_16486_k0_reaction_16486
r16487_k0	p_r_16487_k0_reaction_16487
r16488_kE3	p_r_16488_kE3_reaction_16488
r16488_kE2	p_r_16488_kE2_reaction_16488
r16488_kE1	p_r_16488_kE1_reaction_16488
r16489_kE3	p_r_16489_kE3_reaction_16489
r16489_kE2	p_r_16489_kE2_reaction_16489
r16489_kE1	p_r_16489_kE1_reaction_16489
r16490_k0	p_r_16490_k0_reaction_16490
r1650_k0	p_r_1650_k0_reaction_1650
r1655_k0	p_r_1655_k0_reaction_1655
r1656_k0	p_r_1656_k0_reaction_1656
r1656_kd	p_r_1656_kd_reaction_1656
r1657_kE3	p_r_1657_kE3_reaction_1657
r1657_kE2	p_r_1657_kE2_reaction_1657
r1657_kE1	p_r_1657_kE1_reaction_1657
r1657_kd	p_r_1657_kd_reaction_1657
r1658_kE3	p_r_1658_kE3_reaction_1658
r1658_kE2	p_r_1658_kE2_reaction_1658
r1658_kE1	p_r_1658_kE1_reaction_1658
r1658_kd	p_r_1658_kd_reaction_1658
r1660_k0	p_r_1660_k0_reaction_1660
r1660_kE1	p_r_1660_kE1_reaction_1660
r1664_k_GeneSpecificScaling	p_r_1664_k_GeneSpecificScaling_reaction_1664
r1665_k0	p_r_1665_k0_reaction_1665
r1668_k_GeneSpecificScaling	p_r_1668_k_GeneSpecificScaling_reaction_1668
r16684_k0	p_r_16684_k0_reaction_16684
r1669_k0	p_r_1669_k0_reaction_1669
r1670_k0	p_r_1670_k0_reaction_1670
r1670_kd	p_r_1670_kd_reaction_1670
r1671_k0	p_r_1671_k0_reaction_1671
r1671_kd	p_r_1671_kd_reaction_1671
r1672_kE3	p_r_1672_kE3_reaction_1672
r1672_kE2	p_r_1672_kE2_reaction_1672
r1672_kE1	p_r_1672_kE1_reaction_1672
r1673_k0	p_r_1673_k0_reaction_1673
r1673_kE1	p_r_1673_kE1_reaction_1673
r1674_kE1	p_r_1674_kE1_reaction_1674
r1676_k0	p_r_1676_k0_reaction_1676
r1678_k0	p_r_1678_k0_reaction_1678
r1679_kE3	p_r_1679_kE3_reaction_1679
r1679_kE2	p_r_1679_kE2_reaction_1679
r1679_kE1	p_r_1679_kE1_reaction_1679
r1680_k0	p_r_1680_k0_reaction_1680
r1681_kE3	p_r_1681_kE3_reaction_1681
r1681_kE2	p_r_1681_kE2_reaction_1681
r1681_kE1	p_r_1681_kE1_reaction_1681
r1682_k_GeneSpecificScaling	p_r_1682_k_GeneSpecificScaling_reaction_1682
r16827_k0	p_r_16827_k0_reaction_16827
r16828_k0	p_r_16828_k0_reaction_16828
r16829_k0	p_r_16829_k0_reaction_16829
r1683_k0	p_r_1683_k0_reaction_1683
r16830_k0	p_r_16830_k0_reaction_16830
r16831_k0	p_r_16831_k0_reaction_16831
r16832_k0	p_r_16832_k0_reaction_16832
r16833_k0	p_r_16833_k0_reaction_16833
r16834_k0	p_r_16834_k0_reaction_16834
r16834_kd	p_r_16834_kd_reaction_16834
r16835_k0	p_r_16835_k0_reaction_16835
r16835_kd	p_r_16835_kd_reaction_16835
r16836_k0	p_r_16836_k0_reaction_16836
r16836_kd	p_r_16836_kd_reaction_16836
r16837_k0	p_r_16837_k0_reaction_16837
r16837_kd	p_r_16837_kd_reaction_16837
r16838_k0	p_r_16838_k0_reaction_16838
r16838_kd	p_r_16838_kd_reaction_16838
r16839_k0	p_r_16839_k0_reaction_16839
r16839_kd	p_r_16839_kd_reaction_16839
r1684_k0	p_r_1684_k0_reaction_1684
r1684_kE3	p_r_1684_kE3_reaction_1684
r1684_kE2	p_r_1684_kE2_reaction_1684
r1684_kE1	p_r_1684_kE1_reaction_1684
r16840_k0	p_r_16840_k0_reaction_16840
r16840_kd	p_r_16840_kd_reaction_16840
r16841_k0	p_r_16841_k0_reaction_16841
r16841_kd	p_r_16841_kd_reaction_16841
r16842_k0	p_r_16842_k0_reaction_16842
r16842_kd	p_r_16842_kd_reaction_16842
r16843_k0	p_r_16843_k0_reaction_16843
r16843_kd	p_r_16843_kd_reaction_16843
r16845_k0	p_r_16845_k0_reaction_16845
r16845_kd	p_r_16845_kd_reaction_16845
r16846_k0	p_r_16846_k0_reaction_16846
r16847_k0	p_r_16847_k0_reaction_16847
r16847_kE1	p_r_16847_kE1_reaction_16847
r16848_k0	p_r_16848_k0_reaction_16848
r16849_k0	p_r_16849_k0_reaction_16849
r1685_kE3	p_r_1685_kE3_reaction_1685
r1685_kE2	p_r_1685_kE2_reaction_1685
r1685_kE1	p_r_1685_kE1_reaction_1685
r16850_k0	p_r_16850_k0_reaction_16850
r16851_k0	p_r_16851_k0_reaction_16851
r16852_k0	p_r_16852_k0_reaction_16852
r16854_k0	p_r_16854_k0_reaction_16854
r16855_k0	p_r_16855_k0_reaction_16855
r16856_k0	p_r_16856_k0_reaction_16856
r16857_k0	p_r_16857_k0_reaction_16857
r16858_k0	p_r_16858_k0_reaction_16858
r1686_k0	p_r_1686_k0_reaction_1686
r1686_kE3	p_r_1686_kE3_reaction_1686
r1686_kE2	p_r_1686_kE2_reaction_1686
r1686_kE1	p_r_1686_kE1_reaction_1686
r16860_k0	p_r_16860_k0_reaction_16860
r16862_k0	p_r_16862_k0_reaction_16862
r16863_k0	p_r_16863_k0_reaction_16863
r16864_k0	p_r_16864_k0_reaction_16864
r16865_k0	p_r_16865_k0_reaction_16865
r16866_k0	p_r_16866_k0_reaction_16866
r16867_k0	p_r_16867_k0_reaction_16867
r16868_k0	p_r_16868_k0_reaction_16868
r16869_kE3	p_r_16869_kE3_reaction_16869
r16869_kE2	p_r_16869_kE2_reaction_16869
r16869_kE1	p_r_16869_kE1_reaction_16869
r1687_k0	p_r_1687_k0_reaction_1687
r1687_kd	p_r_1687_kd_reaction_1687
r16870_kE3	p_r_16870_kE3_reaction_16870
r16870_kE2	p_r_16870_kE2_reaction_16870
r16870_kE1	p_r_16870_kE1_reaction_16870
r1688_k0	p_r_1688_k0_reaction_1688
r1688_kd	p_r_1688_kd_reaction_1688
r1689_k0	p_r_1689_k0_reaction_1689
r1689_kd	p_r_1689_kd_reaction_1689
r16905_k0	p_r_16905_k0_reaction_16905
r16905_kd	p_r_16905_kd_reaction_16905
r16907_k0	p_r_16907_k0_reaction_16907
r16907_kd	p_r_16907_kd_reaction_16907
r1693_k0	p_r_1693_k0_reaction_1693
r1694_k0	p_r_1694_k0_reaction_1694
r1695_k0	p_r_1695_k0_reaction_1695
r1696_k0	p_r_1696_k0_reaction_1696
r1696_kd	p_r_1696_kd_reaction_1696
r16966_k0	p_r_16966_k0_reaction_16966
r1697_k0	p_r_1697_k0_reaction_1697
r1697_kd	p_r_1697_kd_reaction_1697
r1698_k0	p_r_1698_k0_reaction_1698
r1698_kd	p_r_1698_kd_reaction_1698
r1699_kE1	p_r_1699_kE1_reaction_1699
r17_k_GeneSpecificScaling	p_r_17_k_GeneSpecificScaling_reaction_17
r1700_k0	p_r_1700_k0_reaction_1700
r17097_k0	p_r_17097_k0_reaction_17097
r17097_kd	p_r_17097_kd_reaction_17097
r17098_k0	p_r_17098_k0_reaction_17098
r17098_kd	p_r_17098_kd_reaction_17098
r17099_k0	p_r_17099_k0_reaction_17099
r17099_kd	p_r_17099_kd_reaction_17099
r17100_k0	p_r_17100_k0_reaction_17100
r17100_kd	p_r_17100_kd_reaction_17100
r17101_k0	p_r_17101_k0_reaction_17101
r17102_k0	p_r_17102_k0_reaction_17102
r17103_k0	p_r_17103_k0_reaction_17103
r17104_k0	p_r_17104_k0_reaction_17104
r17105_k0	p_r_17105_k0_reaction_17105
r17106_k0	p_r_17106_k0_reaction_17106
r17107_k0	p_r_17107_k0_reaction_17107
r17108_k0	p_r_17108_k0_reaction_17108
r17109_k0	p_r_17109_k0_reaction_17109
r17110_k0	p_r_17110_k0_reaction_17110
r17111_k0	p_r_17111_k0_reaction_17111
r17112_k0	p_r_17112_k0_reaction_17112
r17113_k0	p_r_17113_k0_reaction_17113
r17113_kd	p_r_17113_kd_reaction_17113
r17114_k0	p_r_17114_k0_reaction_17114
r17115_k0	p_r_17115_k0_reaction_17115
r17116_k0	p_r_17116_k0_reaction_17116
r17117_k0	p_r_17117_k0_reaction_17117
r17117_kd	p_r_17117_kd_reaction_17117
r17118_k0	p_r_17118_k0_reaction_17118
r17118_kd	p_r_17118_kd_reaction_17118
r17119_k0	p_r_17119_k0_reaction_17119
r17119_kd	p_r_17119_kd_reaction_17119
r17120_k0	p_r_17120_k0_reaction_17120
r17121_k0	p_r_17121_k0_reaction_17121
r17122_k0	p_r_17122_k0_reaction_17122
r17123_k0	p_r_17123_k0_reaction_17123
r17124_kE3	p_r_17124_kE3_reaction_17124
r17124_kE2	p_r_17124_kE2_reaction_17124
r17124_kE1	p_r_17124_kE1_reaction_17124
r17125_k0	p_r_17125_k0_reaction_17125
r17126_k0	p_r_17126_k0_reaction_17126
r17127_kE3	p_r_17127_kE3_reaction_17127
r17127_kE2	p_r_17127_kE2_reaction_17127
r17127_kE1	p_r_17127_kE1_reaction_17127
r17128_k0	p_r_17128_k0_reaction_17128
r17129_k0	p_r_17129_k0_reaction_17129
r17130_k0	p_r_17130_k0_reaction_17130
r17130_kd	p_r_17130_kd_reaction_17130
r17131_k0	p_r_17131_k0_reaction_17131
r17131_kd	p_r_17131_kd_reaction_17131
r17132_k0	p_r_17132_k0_reaction_17132
r17133_k0	p_r_17133_k0_reaction_17133
r17170_k0	p_r_17170_k0_reaction_17170
r17171_k0	p_r_17171_k0_reaction_17171
r17172_k0	p_r_17172_k0_reaction_17172
r17176_k0	p_r_17176_k0_reaction_17176
r17177_k0	p_r_17177_k0_reaction_17177
r17178_k0	p_r_17178_k0_reaction_17178
r17179_k0	p_r_17179_k0_reaction_17179
r17180_k0	p_r_17180_k0_reaction_17180
r17180_kd	p_r_17180_kd_reaction_17180
r17181_k0	p_r_17181_k0_reaction_17181
r17181_kd	p_r_17181_kd_reaction_17181
r17182_k0	p_r_17182_k0_reaction_17182
r17182_kd	p_r_17182_kd_reaction_17182
r17183_k0	p_r_17183_k0_reaction_17183
r17183_kd	p_r_17183_kd_reaction_17183
r17184_k0	p_r_17184_k0_reaction_17184
r17184_kd	p_r_17184_kd_reaction_17184
r17185_k0	p_r_17185_k0_reaction_17185
r17185_kd	p_r_17185_kd_reaction_17185
r17186_k0	p_r_17186_k0_reaction_17186
r17186_kd	p_r_17186_kd_reaction_17186
r17187_k0	p_r_17187_k0_reaction_17187
r17187_kd	p_r_17187_kd_reaction_17187
r17188_k0	p_r_17188_k0_reaction_17188
r17188_kd	p_r_17188_kd_reaction_17188
r17189_k0	p_r_17189_k0_reaction_17189
r17190_k0	p_r_17190_k0_reaction_17190
r17191_k0	p_r_17191_k0_reaction_17191
r17192_k0	p_r_17192_k0_reaction_17192
r17193_k0	p_r_17193_k0_reaction_17193
r17194_k0	p_r_17194_k0_reaction_17194
r17195_k0	p_r_17195_k0_reaction_17195
r17196_k0	p_r_17196_k0_reaction_17196
r17197_k0	p_r_17197_k0_reaction_17197
r17198_k0	p_r_17198_k0_reaction_17198
r17199_k0	p_r_17199_k0_reaction_17199
r17200_k0	p_r_17200_k0_reaction_17200
r17201_k0	p_r_17201_k0_reaction_17201
r17202_k0	p_r_17202_k0_reaction_17202
r17203_k0	p_r_17203_k0_reaction_17203
r17204_kE3	p_r_17204_kE3_reaction_17204
r17204_kE2	p_r_17204_kE2_reaction_17204
r17204_kE1	p_r_17204_kE1_reaction_17204
r17205_kE3	p_r_17205_kE3_reaction_17205
r17205_kE2	p_r_17205_kE2_reaction_17205
r17205_kE1	p_r_17205_kE1_reaction_17205
r17231_k0	p_r_17231_k0_reaction_17231
r17287_k0	p_r_17287_k0_reaction_17287
r17287_kd	p_r_17287_kd_reaction_17287
r17293_k0	p_r_17293_k0_reaction_17293
r17293_kd	p_r_17293_kd_reaction_17293
r17294_k_GeneSpecificScaling	p_r_17294_k_GeneSpecificScaling_reaction_17294
r17295_k_GeneSpecificScaling	p_r_17295_k_GeneSpecificScaling_reaction_17295
r17296_k0	p_r_17296_k0_reaction_17296
r17297_k0	p_r_17297_k0_reaction_17297
r17297_kd	p_r_17297_kd_reaction_17297
r17298_k0	p_r_17298_k0_reaction_17298
r17298_kd	p_r_17298_kd_reaction_17298
r17716_k0	p_r_17716_k0_reaction_17716
r17717_k0	p_r_17717_k0_reaction_17717
r17718_k0	p_r_17718_k0_reaction_17718
r17803_k_GeneSpecificScaling	p_r_17803_k_GeneSpecificScaling_reaction_17803
r17804_k0	p_r_17804_k0_reaction_17804
r17805_k_GeneSpecificScaling	p_r_17805_k_GeneSpecificScaling_reaction_17805
r17806_k0	p_r_17806_k0_reaction_17806
r17808_k0	p_r_17808_k0_reaction_17808
r17808_kd	p_r_17808_kd_reaction_17808
r17809_k0	p_r_17809_k0_reaction_17809
r17810_kE3	p_r_17810_kE3_reaction_17810
r17810_kE2	p_r_17810_kE2_reaction_17810
r17810_kE1	p_r_17810_kE1_reaction_17810
r17811_k0	p_r_17811_k0_reaction_17811
r17812_k0	p_r_17812_k0_reaction_17812
r17813_k0	p_r_17813_k0_reaction_17813
r17813_kd	p_r_17813_kd_reaction_17813
r17814_k0	p_r_17814_k0_reaction_17814
r17815_kE1	p_r_17815_kE1_reaction_17815
r17817_k0	p_r_17817_k0_reaction_17817
r17821_kE13	p_r_17821_kE13_reaction_17821
r17821_kE12	p_r_17821_kE12_reaction_17821
r17821_kE11	p_r_17821_kE11_reaction_17821
r17821_kE10	p_r_17821_kE10_reaction_17821
r17821_kE17	p_r_17821_kE17_reaction_17821
r17821_kE16	p_r_17821_kE16_reaction_17821
r17821_kE15	p_r_17821_kE15_reaction_17821
r17821_kE14	p_r_17821_kE14_reaction_17821
r17821_kE9	p_r_17821_kE9_reaction_17821
r17821_kE8	p_r_17821_kE8_reaction_17821
r17821_kE7	p_r_17821_kE7_reaction_17821
r17821_kE6	p_r_17821_kE6_reaction_17821
r17821_kE5	p_r_17821_kE5_reaction_17821
r17821_kE4	p_r_17821_kE4_reaction_17821
r17821_kE3	p_r_17821_kE3_reaction_17821
r17821_kE2	p_r_17821_kE2_reaction_17821
r17821_kE1	p_r_17821_kE1_reaction_17821
r17822_kE13	p_r_17822_kE13_reaction_17822
r17822_kE12	p_r_17822_kE12_reaction_17822
r17822_kE11	p_r_17822_kE11_reaction_17822
r17822_kE10	p_r_17822_kE10_reaction_17822
r17822_kE17	p_r_17822_kE17_reaction_17822
r17822_kE16	p_r_17822_kE16_reaction_17822
r17822_kE15	p_r_17822_kE15_reaction_17822
r17822_kE14	p_r_17822_kE14_reaction_17822
r17822_kE9	p_r_17822_kE9_reaction_17822
r17822_kE8	p_r_17822_kE8_reaction_17822
r17822_kE7	p_r_17822_kE7_reaction_17822
r17822_kE6	p_r_17822_kE6_reaction_17822
r17822_kE5	p_r_17822_kE5_reaction_17822
r17822_kE4	p_r_17822_kE4_reaction_17822
r17822_kE3	p_r_17822_kE3_reaction_17822
r17822_kE2	p_r_17822_kE2_reaction_17822
r17822_kE1	p_r_17822_kE1_reaction_17822
r17823_kE13	p_r_17823_kE13_reaction_17823
r17823_kE12	p_r_17823_kE12_reaction_17823
r17823_kE11	p_r_17823_kE11_reaction_17823
r17823_kE10	p_r_17823_kE10_reaction_17823
r17823_kE17	p_r_17823_kE17_reaction_17823
r17823_kE16	p_r_17823_kE16_reaction_17823
r17823_kE15	p_r_17823_kE15_reaction_17823
r17823_kE14	p_r_17823_kE14_reaction_17823
r17823_kE9	p_r_17823_kE9_reaction_17823
r17823_kE8	p_r_17823_kE8_reaction_17823
r17823_kE7	p_r_17823_kE7_reaction_17823
r17823_kE6	p_r_17823_kE6_reaction_17823
r17823_kE5	p_r_17823_kE5_reaction_17823
r17823_kE4	p_r_17823_kE4_reaction_17823
r17823_kE3	p_r_17823_kE3_reaction_17823
r17823_kE2	p_r_17823_kE2_reaction_17823
r17823_kE1	p_r_17823_kE1_reaction_17823
r17824_kE13	p_r_17824_kE13_reaction_17824
r17824_kE12	p_r_17824_kE12_reaction_17824
r17824_kE11	p_r_17824_kE11_reaction_17824
r17824_kE10	p_r_17824_kE10_reaction_17824
r17824_kE17	p_r_17824_kE17_reaction_17824
r17824_kE16	p_r_17824_kE16_reaction_17824
r17824_kE15	p_r_17824_kE15_reaction_17824
r17824_kE14	p_r_17824_kE14_reaction_17824
r17824_kE9	p_r_17824_kE9_reaction_17824
r17824_kE8	p_r_17824_kE8_reaction_17824
r17824_kE7	p_r_17824_kE7_reaction_17824
r17824_kE6	p_r_17824_kE6_reaction_17824
r17824_kE5	p_r_17824_kE5_reaction_17824
r17824_kE4	p_r_17824_kE4_reaction_17824
r17824_kE3	p_r_17824_kE3_reaction_17824
r17824_kE2	p_r_17824_kE2_reaction_17824
r17824_kE1	p_r_17824_kE1_reaction_17824
r17825_kE13	p_r_17825_kE13_reaction_17825
r17825_kE12	p_r_17825_kE12_reaction_17825
r17825_kE11	p_r_17825_kE11_reaction_17825
r17825_kE10	p_r_17825_kE10_reaction_17825
r17825_kE17	p_r_17825_kE17_reaction_17825
r17825_kE16	p_r_17825_kE16_reaction_17825
r17825_kE15	p_r_17825_kE15_reaction_17825
r17825_kE14	p_r_17825_kE14_reaction_17825
r17825_k0	p_r_17825_k0_reaction_17825
r17825_kE9	p_r_17825_kE9_reaction_17825
r17825_kE8	p_r_17825_kE8_reaction_17825
r17825_kE7	p_r_17825_kE7_reaction_17825
r17825_kE6	p_r_17825_kE6_reaction_17825
r17825_kE5	p_r_17825_kE5_reaction_17825
r17825_kE4	p_r_17825_kE4_reaction_17825
r17825_kE3	p_r_17825_kE3_reaction_17825
r17825_kE2	p_r_17825_kE2_reaction_17825
r17825_kE1	p_r_17825_kE1_reaction_17825
r17826_kE13	p_r_17826_kE13_reaction_17826
r17826_kE12	p_r_17826_kE12_reaction_17826
r17826_kE11	p_r_17826_kE11_reaction_17826
r17826_kE10	p_r_17826_kE10_reaction_17826
r17826_kE17	p_r_17826_kE17_reaction_17826
r17826_kE16	p_r_17826_kE16_reaction_17826
r17826_kE15	p_r_17826_kE15_reaction_17826
r17826_kE14	p_r_17826_kE14_reaction_17826
r17826_k0	p_r_17826_k0_reaction_17826
r17826_kE9	p_r_17826_kE9_reaction_17826
r17826_kE8	p_r_17826_kE8_reaction_17826
r17826_kE7	p_r_17826_kE7_reaction_17826
r17826_kE6	p_r_17826_kE6_reaction_17826
r17826_kE5	p_r_17826_kE5_reaction_17826
r17826_kE4	p_r_17826_kE4_reaction_17826
r17826_kE3	p_r_17826_kE3_reaction_17826
r17826_kE2	p_r_17826_kE2_reaction_17826
r17826_kE1	p_r_17826_kE1_reaction_17826
r17827_kE13	p_r_17827_kE13_reaction_17827
r17827_kE12	p_r_17827_kE12_reaction_17827
r17827_kE11	p_r_17827_kE11_reaction_17827
r17827_kE10	p_r_17827_kE10_reaction_17827
r17827_kE17	p_r_17827_kE17_reaction_17827
r17827_kE16	p_r_17827_kE16_reaction_17827
r17827_kE15	p_r_17827_kE15_reaction_17827
r17827_kE14	p_r_17827_kE14_reaction_17827
r17827_k0	p_r_17827_k0_reaction_17827
r17827_kE9	p_r_17827_kE9_reaction_17827
r17827_kE8	p_r_17827_kE8_reaction_17827
r17827_kE7	p_r_17827_kE7_reaction_17827
r17827_kE6	p_r_17827_kE6_reaction_17827
r17827_kE5	p_r_17827_kE5_reaction_17827
r17827_kE4	p_r_17827_kE4_reaction_17827
r17827_kE3	p_r_17827_kE3_reaction_17827
r17827_kE2	p_r_17827_kE2_reaction_17827
r17827_kE1	p_r_17827_kE1_reaction_17827
r17828_k0	p_r_17828_k0_reaction_17828
r17828_kE2	p_r_17828_kE2_reaction_17828
r17828_kE1	p_r_17828_kE1_reaction_17828
r17829_k0	p_r_17829_k0_reaction_17829
r17829_kE2	p_r_17829_kE2_reaction_17829
r17829_kE1	p_r_17829_kE1_reaction_17829
r17830_k0	p_r_17830_k0_reaction_17830
r17830_kE2	p_r_17830_kE2_reaction_17830
r17830_kE1	p_r_17830_kE1_reaction_17830
r17831_k0	p_r_17831_k0_reaction_17831
r17831_kE2	p_r_17831_kE2_reaction_17831
r17831_kE1	p_r_17831_kE1_reaction_17831
r17833_k0	p_r_17833_k0_reaction_17833
r17833_kE2	p_r_17833_kE2_reaction_17833
r17833_kE1	p_r_17833_kE1_reaction_17833
r17834_k0	p_r_17834_k0_reaction_17834
r17834_kE2	p_r_17834_kE2_reaction_17834
r17834_kE1	p_r_17834_kE1_reaction_17834
r17835_k0	p_r_17835_k0_reaction_17835
r17835_kE2	p_r_17835_kE2_reaction_17835
r17835_kE1	p_r_17835_kE1_reaction_17835
r17836_k0	p_r_17836_k0_reaction_17836
r17836_kE2	p_r_17836_kE2_reaction_17836
r17836_kE1	p_r_17836_kE1_reaction_17836
r17837_k0	p_r_17837_k0_reaction_17837
r17837_kE2	p_r_17837_kE2_reaction_17837
r17837_kE1	p_r_17837_kE1_reaction_17837
r17838_k0	p_r_17838_k0_reaction_17838
r17838_kE1	p_r_17838_kE1_reaction_17838
r17839_k0	p_r_17839_k0_reaction_17839
r17839_kE1	p_r_17839_kE1_reaction_17839
r17840_k0	p_r_17840_k0_reaction_17840
r17840_kE1	p_r_17840_kE1_reaction_17840
r17841_k0	p_r_17841_k0_reaction_17841
r17841_kE1	p_r_17841_kE1_reaction_17841
r17842_k0	p_r_17842_k0_reaction_17842
r17842_kE2	p_r_17842_kE2_reaction_17842
r17842_kE1	p_r_17842_kE1_reaction_17842
r17843_k0	p_r_17843_k0_reaction_17843
r17843_kE1	p_r_17843_kE1_reaction_17843
r17844_k0	p_r_17844_k0_reaction_17844
r17844_kE1	p_r_17844_kE1_reaction_17844
r17845_k_GeneSpecificScaling	p_r_17845_k_GeneSpecificScaling_reaction_17845
r17846_k0	p_r_17846_k0_reaction_17846
r17847_k0	p_r_17847_k0_reaction_17847
r17847_kd	p_r_17847_kd_reaction_17847
r17848_k0	p_r_17848_k0_reaction_17848
r17853_k0	p_r_17853_k0_reaction_17853
r17853_kd	p_r_17853_kd_reaction_17853
r17854_k0	p_r_17854_k0_reaction_17854
r17858_k0	p_r_17858_k0_reaction_17858
r17858_kE1	p_r_17858_kE1_reaction_17858
r17859_k0	p_r_17859_k0_reaction_17859
r17859_kd	p_r_17859_kd_reaction_17859
r17860_kE13	p_r_17860_kE13_reaction_17860
r17860_kE12	p_r_17860_kE12_reaction_17860
r17860_kE11	p_r_17860_kE11_reaction_17860
r17860_kE10	p_r_17860_kE10_reaction_17860
r17860_kE17	p_r_17860_kE17_reaction_17860
r17860_kE16	p_r_17860_kE16_reaction_17860
r17860_kE15	p_r_17860_kE15_reaction_17860
r17860_kE14	p_r_17860_kE14_reaction_17860
r17860_kE9	p_r_17860_kE9_reaction_17860
r17860_kE8	p_r_17860_kE8_reaction_17860
r17860_kE7	p_r_17860_kE7_reaction_17860
r17860_kE6	p_r_17860_kE6_reaction_17860
r17860_kE5	p_r_17860_kE5_reaction_17860
r17860_kE4	p_r_17860_kE4_reaction_17860
r17860_kE3	p_r_17860_kE3_reaction_17860
r17860_kE2	p_r_17860_kE2_reaction_17860
r17860_kE1	p_r_17860_kE1_reaction_17860
r17861_kE13	p_r_17861_kE13_reaction_17861
r17861_kE12	p_r_17861_kE12_reaction_17861
r17861_kE11	p_r_17861_kE11_reaction_17861
r17861_kE10	p_r_17861_kE10_reaction_17861
r17861_kE17	p_r_17861_kE17_reaction_17861
r17861_kE16	p_r_17861_kE16_reaction_17861
r17861_kE15	p_r_17861_kE15_reaction_17861
r17861_kE14	p_r_17861_kE14_reaction_17861
r17861_kE9	p_r_17861_kE9_reaction_17861
r17861_kE8	p_r_17861_kE8_reaction_17861
r17861_kE7	p_r_17861_kE7_reaction_17861
r17861_kE6	p_r_17861_kE6_reaction_17861
r17861_kE5	p_r_17861_kE5_reaction_17861
r17861_kE4	p_r_17861_kE4_reaction_17861
r17861_kE3	p_r_17861_kE3_reaction_17861
r17861_kE2	p_r_17861_kE2_reaction_17861
r17861_kE1	p_r_17861_kE1_reaction_17861
r17862_kE13	p_r_17862_kE13_reaction_17862
r17862_kE12	p_r_17862_kE12_reaction_17862
r17862_kE11	p_r_17862_kE11_reaction_17862
r17862_kE10	p_r_17862_kE10_reaction_17862
r17862_kE16	p_r_17862_kE16_reaction_17862
r17862_kE15	p_r_17862_kE15_reaction_17862
r17862_kE14	p_r_17862_kE14_reaction_17862
r17862_kE9	p_r_17862_kE9_reaction_17862
r17862_kE8	p_r_17862_kE8_reaction_17862
r17862_kE7	p_r_17862_kE7_reaction_17862
r17862_kE6	p_r_17862_kE6_reaction_17862
r17862_kE5	p_r_17862_kE5_reaction_17862
r17862_kE4	p_r_17862_kE4_reaction_17862
r17862_kE3	p_r_17862_kE3_reaction_17862
r17862_kE2	p_r_17862_kE2_reaction_17862
r17862_kE1	p_r_17862_kE1_reaction_17862
r17863_kE13	p_r_17863_kE13_reaction_17863
r17863_kE12	p_r_17863_kE12_reaction_17863
r17863_kE11	p_r_17863_kE11_reaction_17863
r17863_kE10	p_r_17863_kE10_reaction_17863
r17863_kE16	p_r_17863_kE16_reaction_17863
r17863_kE15	p_r_17863_kE15_reaction_17863
r17863_kE14	p_r_17863_kE14_reaction_17863
r17863_kE9	p_r_17863_kE9_reaction_17863
r17863_kE8	p_r_17863_kE8_reaction_17863
r17863_kE7	p_r_17863_kE7_reaction_17863
r17863_kE6	p_r_17863_kE6_reaction_17863
r17863_kE5	p_r_17863_kE5_reaction_17863
r17863_kE4	p_r_17863_kE4_reaction_17863
r17863_kE3	p_r_17863_kE3_reaction_17863
r17863_kE2	p_r_17863_kE2_reaction_17863
r17863_kE1	p_r_17863_kE1_reaction_17863
r17864_kE13	p_r_17864_kE13_reaction_17864
r17864_kE12	p_r_17864_kE12_reaction_17864
r17864_kE11	p_r_17864_kE11_reaction_17864
r17864_kE10	p_r_17864_kE10_reaction_17864
r17864_kE16	p_r_17864_kE16_reaction_17864
r17864_kE15	p_r_17864_kE15_reaction_17864
r17864_kE14	p_r_17864_kE14_reaction_17864
r17864_kE9	p_r_17864_kE9_reaction_17864
r17864_kE8	p_r_17864_kE8_reaction_17864
r17864_kE7	p_r_17864_kE7_reaction_17864
r17864_kE6	p_r_17864_kE6_reaction_17864
r17864_kE5	p_r_17864_kE5_reaction_17864
r17864_kE4	p_r_17864_kE4_reaction_17864
r17864_kE3	p_r_17864_kE3_reaction_17864
r17864_kE2	p_r_17864_kE2_reaction_17864
r17864_kE1	p_r_17864_kE1_reaction_17864
r17865_kE13	p_r_17865_kE13_reaction_17865
r17865_kE12	p_r_17865_kE12_reaction_17865
r17865_kE11	p_r_17865_kE11_reaction_17865
r17865_kE10	p_r_17865_kE10_reaction_17865
r17865_kE16	p_r_17865_kE16_reaction_17865
r17865_kE15	p_r_17865_kE15_reaction_17865
r17865_kE14	p_r_17865_kE14_reaction_17865
r17865_kE9	p_r_17865_kE9_reaction_17865
