model_id	results_id
r4146_kE6	p_r_4146_kE6_reaction_4146
r4146_kE5	p_r_4146_kE5_reaction_4146
r4146_kE4	p_r_4146_kE4_reaction_4146
r4146_kE3	p_r_4146_kE3_reaction_4146
r4146_kE2	p_r_4146_kE2_reaction_4146
r4146_kE1	p_r_4146_kE1_reaction_4146
r4147_kE6	p_r_4147_kE6_reaction_4147
r4147_kE5	p_r_4147_kE5_reaction_4147
r4147_kE4	p_r_4147_kE4_reaction_4147
r4147_kE3	p_r_4147_kE3_reaction_4147
r4147_kE2	p_r_4147_kE2_reaction_4147
r4147_kE1	p_r_4147_kE1_reaction_4147
r4148_kE6	p_r_4148_kE6_reaction_4148
r4148_kE5	p_r_4148_kE5_reaction_4148
r4148_kE4	p_r_4148_kE4_reaction_4148
r4148_kE3	p_r_4148_kE3_reaction_4148
r4148_kE2	p_r_4148_kE2_reaction_4148
r4148_kE1	p_r_4148_kE1_reaction_4148
r4149_kE6	p_r_4149_kE6_reaction_4149
r4149_kE5	p_r_4149_kE5_reaction_4149
r4149_kE4	p_r_4149_kE4_reaction_4149
r4149_kE3	p_r_4149_kE3_reaction_4149
r4149_kE2	p_r_4149_kE2_reaction_4149
r4149_kE1	p_r_4149_kE1_reaction_4149
r415_k_GeneSpecificScaling	p_r_415_k_GeneSpecificScaling_reaction_415
r4150_kE6	p_r_4150_kE6_reaction_4150
r4150_kE5	p_r_4150_kE5_reaction_4150
r4150_kE4	p_r_4150_kE4_reaction_4150
r4150_kE3	p_r_4150_kE3_reaction_4150
r4150_kE2	p_r_4150_kE2_reaction_4150
r4150_kE1	p_r_4150_kE1_reaction_4150
r4151_kE6	p_r_4151_kE6_reaction_4151
r4151_kE5	p_r_4151_kE5_reaction_4151
r4151_kE4	p_r_4151_kE4_reaction_4151
r4151_kE3	p_r_4151_kE3_reaction_4151
r4151_kE2	p_r_4151_kE2_reaction_4151
r4151_kE1	p_r_4151_kE1_reaction_4151
r4153_kE3	p_r_4153_kE3_reaction_4153
r4153_kE2	p_r_4153_kE2_reaction_4153
r4153_kE1	p_r_4153_kE1_reaction_4153
r4154_kE3	p_r_4154_kE3_reaction_4154
r4154_kE2	p_r_4154_kE2_reaction_4154
r4154_kE1	p_r_4154_kE1_reaction_4154
r4155_kE6	p_r_4155_kE6_reaction_4155
r4155_kE5	p_r_4155_kE5_reaction_4155
r4155_kE4	p_r_4155_kE4_reaction_4155
r4155_kE3	p_r_4155_kE3_reaction_4155
r4155_kE2	p_r_4155_kE2_reaction_4155
r4155_kE1	p_r_4155_kE1_reaction_4155
r4156_kE6	p_r_4156_kE6_reaction_4156
r4156_kE5	p_r_4156_kE5_reaction_4156
r4156_kE4	p_r_4156_kE4_reaction_4156
r4156_kE3	p_r_4156_kE3_reaction_4156
r4156_kE2	p_r_4156_kE2_reaction_4156
r4156_kE1	p_r_4156_kE1_reaction_4156
r4158_kE6	p_r_4158_kE6_reaction_4158
r4158_kE5	p_r_4158_kE5_reaction_4158
r4158_kE4	p_r_4158_kE4_reaction_4158
r4158_kE3	p_r_4158_kE3_reaction_4158
r4158_kE2	p_r_4158_kE2_reaction_4158
r4158_kE1	p_r_4158_kE1_reaction_4158
r4159_kE6	p_r_4159_kE6_reaction_4159
r4159_kE5	p_r_4159_kE5_reaction_4159
r4159_kE4	p_r_4159_kE4_reaction_4159
r4159_kE3	p_r_4159_kE3_reaction_4159
r4159_kE2	p_r_4159_kE2_reaction_4159
r4159_kE1	p_r_4159_kE1_reaction_4159
r416_k0	p_r_416_k0_reaction_416
r4160_kE6	p_r_4160_kE6_reaction_4160
r4160_kE5	p_r_4160_kE5_reaction_4160
r4160_kE4	p_r_4160_kE4_reaction_4160
r4160_kE3	p_r_4160_kE3_reaction_4160
r4160_kE2	p_r_4160_kE2_reaction_4160
r4160_kE1	p_r_4160_kE1_reaction_4160
r4161_k0	p_r_4161_k0_reaction_4161
r4161_kE1	p_r_4161_kE1_reaction_4161
r4162_k0	p_r_4162_k0_reaction_4162
r4162_kE1	p_r_4162_kE1_reaction_4162
r4166_k0	p_r_4166_k0_reaction_4166
r4166_kE2	p_r_4166_kE2_reaction_4166
r4166_kE1	p_r_4166_kE1_reaction_4166
r4168_k0	p_r_4168_k0_reaction_4168
r4168_kE2	p_r_4168_kE2_reaction_4168
r4168_kE1	p_r_4168_kE1_reaction_4168
r418_k_GeneSpecificScaling	p_r_418_k_GeneSpecificScaling_reaction_418
r419_k0	p_r_419_k0_reaction_419
r424_k_GeneSpecificScaling	p_r_424_k_GeneSpecificScaling_reaction_424
r425_k0	p_r_425_k0_reaction_425
r426_k_GeneSpecificScaling	p_r_426_k_GeneSpecificScaling_reaction_426
r427_k0	p_r_427_k0_reaction_427
r428_k_GeneSpecificScaling	p_r_428_k_GeneSpecificScaling_reaction_428
r429_k0	p_r_429_k0_reaction_429
r430_k0	p_r_430_k0_reaction_430
r4420_k0	p_r_4420_k0_reaction_4420
r4420_kd	p_r_4420_kd_reaction_4420
r4423_k0	p_r_4423_k0_reaction_4423
r451_k0	p_r_451_k0_reaction_451
r451_kd	p_r_451_kd_reaction_451
r467_k_GeneSpecificScaling	p_r_467_k_GeneSpecificScaling_reaction_467
r468_k0	p_r_468_k0_reaction_468
r469_k_GeneSpecificScaling	p_r_469_k_GeneSpecificScaling_reaction_469
r470_k0	p_r_470_k0_reaction_470
r471_k_GeneSpecificScaling	p_r_471_k_GeneSpecificScaling_reaction_471
r472_k0	p_r_472_k0_reaction_472
r473_k_GeneSpecificScaling	p_r_473_k_GeneSpecificScaling_reaction_473
r474_k0	p_r_474_k0_reaction_474
r476_k0	p_r_476_k0_reaction_476
r476_kd	p_r_476_kd_reaction_476
r477_k0	p_r_477_k0_reaction_477
r477_kd	p_r_477_kd_reaction_477
r480_k0	p_r_480_k0_reaction_480
r480_kd	p_r_480_kd_reaction_480
r4838_k0	p_r_4838_k0_reaction_4838
r4839_k0	p_r_4839_k0_reaction_4839
r485_k0	p_r_485_k0_reaction_485
r485_kd	p_r_485_kd_reaction_485
r488_k0	p_r_488_k0_reaction_488
r488_kd	p_r_488_kd_reaction_488
r490_k0	p_r_490_k0_reaction_490
r490_kd	p_r_490_kd_reaction_490
r518_k_GeneSpecificScaling	p_r_518_k_GeneSpecificScaling_reaction_518
r519_k0	p_r_519_k0_reaction_519
r522_k_GeneSpecificScaling	p_r_522_k_GeneSpecificScaling_reaction_522
r523_k0	p_r_523_k0_reaction_523
r524_k_GeneSpecificScaling	p_r_524_k_GeneSpecificScaling_reaction_524
r525_k0	p_r_525_k0_reaction_525
r526_k0	p_r_526_k0_reaction_526
r526_kd	p_r_526_kd_reaction_526
r528_k0	p_r_528_k0_reaction_528
r528_kd	p_r_528_kd_reaction_528
r540_k_GeneSpecificScaling	p_r_540_k_GeneSpecificScaling_reaction_540
r541_k0	p_r_541_k0_reaction_541
r5442_k0	p_r_5442_k0_reaction_5442
r5442_kE1	p_r_5442_kE1_reaction_5442
r5443_k0	p_r_5443_k0_reaction_5443
r5479_k_GeneSpecificScaling	p_r_5479_k_GeneSpecificScaling_reaction_5479
r5480_k0	p_r_5480_k0_reaction_5480
r5481_k_GeneSpecificScaling	p_r_5481_k_GeneSpecificScaling_reaction_5481
r5482_k0	p_r_5482_k0_reaction_5482
r5483_k_GeneSpecificScaling	p_r_5483_k_GeneSpecificScaling_reaction_5483
r5484_k0	p_r_5484_k0_reaction_5484
r5489_kE1	p_r_5489_kE1_reaction_5489
r5490_kE1	p_r_5490_kE1_reaction_5490
r5496_k0	p_r_5496_k0_reaction_5496
r5496_kE2	p_r_5496_kE2_reaction_5496
r5496_kE1	p_r_5496_kE1_reaction_5496
r5497_k0	p_r_5497_k0_reaction_5497
r5498_k0	p_r_5498_k0_reaction_5498
r5501_k0	p_r_5501_k0_reaction_5501
r5502_k0	p_r_5502_k0_reaction_5502
r5503_k0	p_r_5503_k0_reaction_5503
r5504_k0	p_r_5504_k0_reaction_5504
r5505_kE1	p_r_5505_kE1_reaction_5505
r5506_kE1	p_r_5506_kE1_reaction_5506
r5507_kE1	p_r_5507_kE1_reaction_5507
r5508_kE1	p_r_5508_kE1_reaction_5508
r5509_kE1	p_r_5509_kE1_reaction_5509
r5510_kE1	p_r_5510_kE1_reaction_5510
r5512_k0	p_r_5512_k0_reaction_5512
r5513_k0	p_r_5513_k0_reaction_5513
r5513_kE1	p_r_5513_kE1_reaction_5513
r5520_k0	p_r_5520_k0_reaction_5520
r5521_k0	p_r_5521_k0_reaction_5521
r56120_k_GeneSpecificScaling	p_r_56120_k_GeneSpecificScaling_reaction_56120
r56121_k0	p_r_56121_k0_reaction_56121
r570_k_GeneSpecificScaling	p_r_570_k_GeneSpecificScaling_reaction_570
r571_k0	p_r_571_k0_reaction_571
r572_k_GeneSpecificScaling	p_r_572_k_GeneSpecificScaling_reaction_572
r57200_k_GeneSpecificScaling	p_r_57200_k_GeneSpecificScaling_reaction_57200
r57201_k0	p_r_57201_k0_reaction_57201
r57203_k0	p_r_57203_k0_reaction_57203
r57203_kd	p_r_57203_kd_reaction_57203
r57204_k0	p_r_57204_k0_reaction_57204
r57204_kd	p_r_57204_kd_reaction_57204
r57205_k0	p_r_57205_k0_reaction_57205
r57205_kd	p_r_57205_kd_reaction_57205
r57206_k0	p_r_57206_k0_reaction_57206
r57206_kd	p_r_57206_kd_reaction_57206
r57207_k0	p_r_57207_k0_reaction_57207
r57207_kd	p_r_57207_kd_reaction_57207
r57208_k0	p_r_57208_k0_reaction_57208
r57208_kd	p_r_57208_kd_reaction_57208
r57209_kE1	p_r_57209_kE1_reaction_57209
r57209_kd	p_r_57209_kd_reaction_57209
r57210_kE1	p_r_57210_kE1_reaction_57210
r57210_kd	p_r_57210_kd_reaction_57210
r57211_kE1	p_r_57211_kE1_reaction_57211
r57211_kd	p_r_57211_kd_reaction_57211
r57212_kE1	p_r_57212_kE1_reaction_57212
r57212_kd	p_r_57212_kd_reaction_57212
r57213_k0	p_r_57213_k0_reaction_57213
r57214_k0	p_r_57214_k0_reaction_57214
r57215_k0	p_r_57215_k0_reaction_57215
r57216_k0	p_r_57216_k0_reaction_57216
r57217_k0	p_r_57217_k0_reaction_57217
r57218_k0	p_r_57218_k0_reaction_57218
r57219_k0	p_r_57219_k0_reaction_57219
r57220_kE1	p_r_57220_kE1_reaction_57220
r57221_kE3	p_r_57221_kE3_reaction_57221
r57221_kE2	p_r_57221_kE2_reaction_57221
r57221_kE1	p_r_57221_kE1_reaction_57221
r57222_kE1	p_r_57222_kE1_reaction_57222
r57223_k0	p_r_57223_k0_reaction_57223
r57223_kd	p_r_57223_kd_reaction_57223
r57224_k0	p_r_57224_k0_reaction_57224
r57224_kd	p_r_57224_kd_reaction_57224
r57226_k0	p_r_57226_k0_reaction_57226
r57228_k0	p_r_57228_k0_reaction_57228
r57230_k0	p_r_57230_k0_reaction_57230
r57230_kd	p_r_57230_kd_reaction_57230
r57231_kE1	p_r_57231_kE1_reaction_57231
r57231_kd	p_r_57231_kd_reaction_57231
r57233_kE1	p_r_57233_kE1_reaction_57233
r57233_kd	p_r_57233_kd_reaction_57233
r57234_kE1	p_r_57234_kE1_reaction_57234
r57234_kd	p_r_57234_kd_reaction_57234
r57235_kE1	p_r_57235_kE1_reaction_57235
r57235_kd	p_r_57235_kd_reaction_57235
r57236_kE1	p_r_57236_kE1_reaction_57236
r57237_kE1	p_r_57237_kE1_reaction_57237
r573_k0	p_r_573_k0_reaction_573
r581_k0	p_r_581_k0_reaction_581
r582_k0	p_r_582_k0_reaction_582
r583_k0	p_r_583_k0_reaction_583
r584_k0	p_r_584_k0_reaction_584
r5847_k_GeneSpecificScaling	p_r_5847_k_GeneSpecificScaling_reaction_5847
r5848_k0	p_r_5848_k0_reaction_5848
r5851_k_GeneSpecificScaling	p_r_5851_k_GeneSpecificScaling_reaction_5851
r5852_k0	p_r_5852_k0_reaction_5852
r5853_k_GeneSpecificScaling	p_r_5853_k_GeneSpecificScaling_reaction_5853
r5854_k0	p_r_5854_k0_reaction_5854
r5860_kE1	p_r_5860_kE1_reaction_5860
r5864_k0	p_r_5864_k0_reaction_5864
r5865_kE1	p_r_5865_kE1_reaction_5865
r5866_k0	p_r_5866_k0_reaction_5866
r5869_k_GeneSpecificScaling	p_r_5869_k_GeneSpecificScaling_reaction_5869
r5870_k0	p_r_5870_k0_reaction_5870
r5874_k0	p_r_5874_k0_reaction_5874
r5877_kE1	p_r_5877_kE1_reaction_5877
r588_k0	p_r_588_k0_reaction_588
r5880_k0	p_r_5880_k0_reaction_5880
r5882_k0	p_r_5882_k0_reaction_5882
r5886_k0	p_r_5886_k0_reaction_5886
r5886_kd	p_r_5886_kd_reaction_5886
r5887_k0	p_r_5887_k0_reaction_5887
r5887_kd	p_r_5887_kd_reaction_5887
r5888_k0	p_r_5888_k0_reaction_5888
r5888_kd	p_r_5888_kd_reaction_5888
r5890_k0	p_r_5890_k0_reaction_5890
r5890_kd	p_r_5890_kd_reaction_5890
r5891_k0	p_r_5891_k0_reaction_5891
r5891_kd	p_r_5891_kd_reaction_5891
r5892_k0	p_r_5892_k0_reaction_5892
r5892_kd	p_r_5892_kd_reaction_5892
r5893_k0	p_r_5893_k0_reaction_5893
r5893_kd	p_r_5893_kd_reaction_5893
r5894_k0	p_r_5894_k0_reaction_5894
r5894_kd	p_r_5894_kd_reaction_5894
r5895_k0	p_r_5895_k0_reaction_5895
r5895_kd	p_r_5895_kd_reaction_5895
r5897_k0	p_r_5897_k0_reaction_5897
r5898_k0	p_r_5898_k0_reaction_5898
r59_k_GeneSpecificScaling	p_r_59_k_GeneSpecificScaling_reaction_59
r590_k0	p_r_590_k0_reaction_590
r5902_k0	p_r_5902_k0_reaction_5902
r5903_k0	p_r_5903_k0_reaction_5903
r5905_k0	p_r_5905_k0_reaction_5905
r5907_k0	p_r_5907_k0_reaction_5907
r592_k0	p_r_592_k0_reaction_592
r5921_k0	p_r_5921_k0_reaction_5921
r5921_kd	p_r_5921_kd_reaction_5921
r59266_k0	p_r_59266_k0_reaction_59266
r59266_kd	p_r_59266_kd_reaction_59266
r59267_k0	p_r_59267_k0_reaction_59267
r59268_k0	p_r_59268_k0_reaction_59268
r59269_k0	p_r_59269_k0_reaction_59269
r59270_kE2	p_r_59270_kE2_reaction_59270
r59270_kE1	p_r_59270_kE1_reaction_59270
r59271_kE2	p_r_59271_kE2_reaction_59271
r59271_kE1	p_r_59271_kE1_reaction_59271
r59273_k0	p_r_59273_k0_reaction_59273
r59273_kd	p_r_59273_kd_reaction_59273
r59274_k0	p_r_59274_k0_reaction_59274
r59274_kd	p_r_59274_kd_reaction_59274
r5946_k_GeneSpecificScaling	p_r_5946_k_GeneSpecificScaling_reaction_5946
r5947_k0	p_r_5947_k0_reaction_5947
r595_k0	p_r_595_k0_reaction_595
r595_kd	p_r_595_kd_reaction_595
r596_k0	p_r_596_k0_reaction_596
r59637_k_GeneSpecificScaling	p_r_59637_k_GeneSpecificScaling_reaction_59637
r59638_k0	p_r_59638_k0_reaction_59638
r59639_k0	p_r_59639_k0_reaction_59639
r59639_kd	p_r_59639_kd_reaction_59639
r59640_k0	p_r_59640_k0_reaction_59640
r59640_kd	p_r_59640_kd_reaction_59640
r59641_k0	p_r_59641_k0_reaction_59641
r59641_kd	p_r_59641_kd_reaction_59641
r59642_k0	p_r_59642_k0_reaction_59642
r59642_kd	p_r_59642_kd_reaction_59642
r59643_k0	p_r_59643_k0_reaction_59643
r59643_kd	p_r_59643_kd_reaction_59643
r59644_k0	p_r_59644_k0_reaction_59644
r59644_kd	p_r_59644_kd_reaction_59644
r59645_kE1	p_r_59645_kE1_reaction_59645
r59645_kd	p_r_59645_kd_reaction_59645
r59646_kE1	p_r_59646_kE1_reaction_59646
r59646_kd	p_r_59646_kd_reaction_59646
r59647_kE1	p_r_59647_kE1_reaction_59647
r59647_kd	p_r_59647_kd_reaction_59647
r59648_kE1	p_r_59648_kE1_reaction_59648
r59648_kd	p_r_59648_kd_reaction_59648
r59649_k0	p_r_59649_k0_reaction_59649
r59650_k0	p_r_59650_k0_reaction_59650
r59651_k0	p_r_59651_k0_reaction_59651
r59652_k0	p_r_59652_k0_reaction_59652
r59653_k0	p_r_59653_k0_reaction_59653
r59654_k0	p_r_59654_k0_reaction_59654
r59655_kE3	p_r_59655_kE3_reaction_59655
r59655_kE2	p_r_59655_kE2_reaction_59655
r59655_kE1	p_r_59655_kE1_reaction_59655
r59656_kE1	p_r_59656_kE1_reaction_59656
r597_k0	p_r_597_k0_reaction_597
r597_kd	p_r_597_kd_reaction_597
r598_k_GeneSpecificScaling	p_r_598_k_GeneSpecificScaling_reaction_598
r599_k0	p_r_599_k0_reaction_599
r60_k0	p_r_60_k0_reaction_60
r600_k_GeneSpecificScaling	p_r_600_k_GeneSpecificScaling_reaction_600
r601_k0	p_r_601_k0_reaction_601
r602_k_GeneSpecificScaling	p_r_602_k_GeneSpecificScaling_reaction_602
r603_k0	p_r_603_k0_reaction_603
r604_k_GeneSpecificScaling	p_r_604_k_GeneSpecificScaling_reaction_604
r605_k0	p_r_605_k0_reaction_605
r6059_k0	p_r_6059_k0_reaction_6059
r606_k_GeneSpecificScaling	p_r_606_k_GeneSpecificScaling_reaction_606
r6062_k0	p_r_6062_k0_reaction_6062
r607_k0	p_r_607_k0_reaction_607
r608_k_GeneSpecificScaling	p_r_608_k_GeneSpecificScaling_reaction_608
r609_k0	p_r_609_k0_reaction_609
r61_k_GeneSpecificScaling	p_r_61_k_GeneSpecificScaling_reaction_61
r610_k_GeneSpecificScaling	p_r_610_k_GeneSpecificScaling_reaction_610
r611_k0	p_r_611_k0_reaction_611
r612_k_GeneSpecificScaling	p_r_612_k_GeneSpecificScaling_reaction_612
r613_k0	p_r_613_k0_reaction_613
r6134_k0	p_r_6134_k0_reaction_6134
r6136_k0	p_r_6136_k0_reaction_6136
r6136_kd	p_r_6136_kd_reaction_6136
r614_k_GeneSpecificScaling	p_r_614_k_GeneSpecificScaling_reaction_614
r6146_k0	p_r_6146_k0_reaction_6146
r6146_kd	p_r_6146_kd_reaction_6146
r615_k0	p_r_615_k0_reaction_615
r6150_k0	p_r_6150_k0_reaction_6150
r6151_k0	p_r_6151_k0_reaction_6151
r6151_kd	p_r_6151_kd_reaction_6151
r6158_k0	p_r_6158_k0_reaction_6158
r6159_k0	p_r_6159_k0_reaction_6159
r6160_k0	p_r_6160_k0_reaction_6160
r6160_kd	p_r_6160_kd_reaction_6160
r6166_k0	p_r_6166_k0_reaction_6166
r6167_k0	p_r_6167_k0_reaction_6167
r6168_k0	p_r_6168_k0_reaction_6168
r6171_k0	p_r_6171_k0_reaction_6171
r6171_kd	p_r_6171_kd_reaction_6171
r6172_k0	p_r_6172_k0_reaction_6172
r61734_kE7	p_r_61734_kE7_reaction_61734
r61734_kE6	p_r_61734_kE6_reaction_61734
r61734_kE5	p_r_61734_kE5_reaction_61734
r61734_kE4	p_r_61734_kE4_reaction_61734
r61734_kE3	p_r_61734_kE3_reaction_61734
r61734_kE2	p_r_61734_kE2_reaction_61734
r61734_kE1	p_r_61734_kE1_reaction_61734
r6175_k0	p_r_6175_k0_reaction_6175
r6176_k0	p_r_6176_k0_reaction_6176
r618_k_GeneSpecificScaling	p_r_618_k_GeneSpecificScaling_reaction_618
r619_k0	p_r_619_k0_reaction_619
r62_k0	p_r_62_k0_reaction_62
r627_k0	p_r_627_k0_reaction_627
r627_kd	p_r_627_kd_reaction_627
r628_k0	p_r_628_k0_reaction_628
r628_kd	p_r_628_kd_reaction_628
r629_k0	p_r_629_k0_reaction_629
r629_kd	p_r_629_kd_reaction_629
r630_k0	p_r_630_k0_reaction_630
r630_kd	p_r_630_kd_reaction_630
r631_k0	p_r_631_k0_reaction_631
r633_k0	p_r_633_k0_reaction_633
r635_k_GeneSpecificScaling	p_r_635_k_GeneSpecificScaling_reaction_635
r636_k0	p_r_636_k0_reaction_636
r639_k0	p_r_639_k0_reaction_639
r639_kd	p_r_639_kd_reaction_639
r6423_k0	p_r_6423_k0_reaction_6423
r6428_k0	p_r_6428_k0_reaction_6428
r6446_k0	p_r_6446_k0_reaction_6446
r6460_k0	p_r_6460_k0_reaction_6460
r6460_kd	p_r_6460_kd_reaction_6460
r6461_k0	p_r_6461_k0_reaction_6461
r6461_kd	p_r_6461_kd_reaction_6461
r6463_k0	p_r_6463_k0_reaction_6463
r6463_kd	p_r_6463_kd_reaction_6463
r6464_k0	p_r_6464_k0_reaction_6464
r6464_kd	p_r_6464_kd_reaction_6464
r6465_k0	p_r_6465_k0_reaction_6465
r6465_kd	p_r_6465_kd_reaction_6465
r6466_k0	p_r_6466_k0_reaction_6466
r6466_kd	p_r_6466_kd_reaction_6466
r6467_k0	p_r_6467_k0_reaction_6467
r6467_kd	p_r_6467_kd_reaction_6467
r6469_k0	p_r_6469_k0_reaction_6469
r6471_k0	p_r_6471_k0_reaction_6471
r6472_k0	p_r_6472_k0_reaction_6472
r6473_k0	p_r_6473_k0_reaction_6473
r6474_k0	p_r_6474_k0_reaction_6474
r6475_k0	p_r_6475_k0_reaction_6475
r6475_kE2	p_r_6475_kE2_reaction_6475
r6475_kE1	p_r_6475_kE1_reaction_6475
r6476_k0	p_r_6476_k0_reaction_6476
r6477_k0	p_r_6477_k0_reaction_6477
r6479_k0	p_r_6479_k0_reaction_6479
r6480_k0	p_r_6480_k0_reaction_6480
r6481_k0	p_r_6481_k0_reaction_6481
r6485_kE3	p_r_6485_kE3_reaction_6485
r6485_kE2	p_r_6485_kE2_reaction_6485
r6485_kE1	p_r_6485_kE1_reaction_6485
r6488_kE3	p_r_6488_kE3_reaction_6488
r6488_kE2	p_r_6488_kE2_reaction_6488
r6488_kE1	p_r_6488_kE1_reaction_6488
r6489_k0	p_r_6489_k0_reaction_6489
r6490_k0	p_r_6490_k0_reaction_6490
r6490_kE1	p_r_6490_kE1_reaction_6490
r6492_k0	p_r_6492_k0_reaction_6492
r6492_kd	p_r_6492_kd_reaction_6492
r6493_k0	p_r_6493_k0_reaction_6493
r6493_kd	p_r_6493_kd_reaction_6493
r6494_k0	p_r_6494_k0_reaction_6494
r6494_kd	p_r_6494_kd_reaction_6494
r6496_k0	p_r_6496_k0_reaction_6496
r6496_kd	p_r_6496_kd_reaction_6496
r6497_k0	p_r_6497_k0_reaction_6497
r6497_kd	p_r_6497_kd_reaction_6497
r6498_k0	p_r_6498_k0_reaction_6498
r6498_kd	p_r_6498_kd_reaction_6498
r6499_k0	p_r_6499_k0_reaction_6499
r6499_kd	p_r_6499_kd_reaction_6499
r6500_k0	p_r_6500_k0_reaction_6500
r6500_kd	p_r_6500_kd_reaction_6500
r6502_k0	p_r_6502_k0_reaction_6502
r6504_k0	p_r_6504_k0_reaction_6504
r6505_k0	p_r_6505_k0_reaction_6505
r6506_k0	p_r_6506_k0_reaction_6506
r6507_k0	p_r_6507_k0_reaction_6507
r6508_k0	p_r_6508_k0_reaction_6508
r6510_k0	p_r_6510_k0_reaction_6510
r6511_k0	p_r_6511_k0_reaction_6511
r6512_k0	p_r_6512_k0_reaction_6512
r6514_kE3	p_r_6514_kE3_reaction_6514
r6514_kE2	p_r_6514_kE2_reaction_6514
r6514_kE1	p_r_6514_kE1_reaction_6514
r6516_k0	p_r_6516_k0_reaction_6516
r6517_kE3	p_r_6517_kE3_reaction_6517
r6517_kE2	p_r_6517_kE2_reaction_6517
r6517_kE1	p_r_6517_kE1_reaction_6517
r6518_k0	p_r_6518_k0_reaction_6518
r6519_k0	p_r_6519_k0_reaction_6519
r6519_kd	p_r_6519_kd_reaction_6519
r6520_k0	p_r_6520_k0_reaction_6520
r6520_kd	p_r_6520_kd_reaction_6520
r6522_k0	p_r_6522_k0_reaction_6522
r6522_kd	p_r_6522_kd_reaction_6522
r6523_k0	p_r_6523_k0_reaction_6523
r6523_kd	p_r_6523_kd_reaction_6523
r6524_k0	p_r_6524_k0_reaction_6524
r6524_kd	p_r_6524_kd_reaction_6524
r6525_k0	p_r_6525_k0_reaction_6525
r6525_kd	p_r_6525_kd_reaction_6525
r6526_k0	p_r_6526_k0_reaction_6526
r6526_kd	p_r_6526_kd_reaction_6526
r6528_k0	p_r_6528_k0_reaction_6528
r6530_k0	p_r_6530_k0_reaction_6530
r6531_k0	p_r_6531_k0_reaction_6531
r6532_k0	p_r_6532_k0_reaction_6532
r6533_k0	p_r_6533_k0_reaction_6533
r6534_k0	p_r_6534_k0_reaction_6534
r6536_k0	p_r_6536_k0_reaction_6536
r6537_k0	p_r_6537_k0_reaction_6537
r6538_k0	p_r_6538_k0_reaction_6538
r6540_kE3	p_r_6540_kE3_reaction_6540
r6540_kE2	p_r_6540_kE2_reaction_6540
r6540_kE1	p_r_6540_kE1_reaction_6540
r6542_k0	p_r_6542_k0_reaction_6542
r6543_kE3	p_r_6543_kE3_reaction_6543
r6543_kE2	p_r_6543_kE2_reaction_6543
r6543_kE1	p_r_6543_kE1_reaction_6543
r6544_k0	p_r_6544_k0_reaction_6544
r6545_k0	p_r_6545_k0_reaction_6545
r6545_kd	p_r_6545_kd_reaction_6545
r6546_k0	p_r_6546_k0_reaction_6546
r6546_kd	p_r_6546_kd_reaction_6546
r6547_k0	p_r_6547_k0_reaction_6547
r6547_kd	p_r_6547_kd_reaction_6547
r6549_k0	p_r_6549_k0_reaction_6549
r6549_kd	p_r_6549_kd_reaction_6549
r6550_k0	p_r_6550_k0_reaction_6550
r6550_kd	p_r_6550_kd_reaction_6550
r6551_k0	p_r_6551_k0_reaction_6551
r6551_kd	p_r_6551_kd_reaction_6551
r6552_k0	p_r_6552_k0_reaction_6552
r6552_kd	p_r_6552_kd_reaction_6552
r6553_k0	p_r_6553_k0_reaction_6553
r6553_kd	p_r_6553_kd_reaction_6553
r6555_k0	p_r_6555_k0_reaction_6555
r6557_k0	p_r_6557_k0_reaction_6557
r6558_k0	p_r_6558_k0_reaction_6558
r6559_k0	p_r_6559_k0_reaction_6559
r6560_k0	p_r_6560_k0_reaction_6560
r6561_k0	p_r_6561_k0_reaction_6561
r6563_k0	p_r_6563_k0_reaction_6563
r6564_k0	p_r_6564_k0_reaction_6564
r6565_k0	p_r_6565_k0_reaction_6565
r6567_kE3	p_r_6567_kE3_reaction_6567
r6567_kE2	p_r_6567_kE2_reaction_6567
r6567_kE1	p_r_6567_kE1_reaction_6567
r6569_k0	p_r_6569_k0_reaction_6569
r6570_kE3	p_r_6570_kE3_reaction_6570
r6570_kE2	p_r_6570_kE2_reaction_6570
r6570_kE1	p_r_6570_kE1_reaction_6570
r6571_k0	p_r_6571_k0_reaction_6571
r6573_k0	p_r_6573_k0_reaction_6573
r6574_k0	p_r_6574_k0_reaction_6574
r6575_k0	p_r_6575_k0_reaction_6575
r6576_k0	p_r_6576_k0_reaction_6576
r6578_k0	p_r_6578_k0_reaction_6578
r6579_k0	p_r_6579_k0_reaction_6579
r6582_k0	p_r_6582_k0_reaction_6582
r6582_kE1	p_r_6582_kE1_reaction_6582
r6583_k0	p_r_6583_k0_reaction_6583
r6583_kE1	p_r_6583_kE1_reaction_6583
r6591_k0	p_r_6591_k0_reaction_6591
r6591_kE1	p_r_6591_kE1_reaction_6591
r6592_k0	p_r_6592_k0_reaction_6592
r6594_k0	p_r_6594_k0_reaction_6594
r6595_k0	p_r_6595_k0_reaction_6595
r6596_k0	p_r_6596_k0_reaction_6596
r6598_kE3	p_r_6598_kE3_reaction_6598
r6598_kE2	p_r_6598_kE2_reaction_6598
r6598_kE1	p_r_6598_kE1_reaction_6598
r66_k_GeneSpecificScaling	p_r_66_k_GeneSpecificScaling_reaction_66
r6600_kE3	p_r_6600_kE3_reaction_6600
r6600_kE2	p_r_6600_kE2_reaction_6600
r6600_kE1	p_r_6600_kE1_reaction_6600
