observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	0.84	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	1.16	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	1.121	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	1.0972	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	1.144	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	0.928	1.0
proliferation	TUMOR-HS895T-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HS895T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS895T-cellline-01-01	inf	0.6	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	1.0151	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	1.0732	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	1.0059	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	1.0809	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	1.0228	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	0.987	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	0.978	1.0
proliferation	TUMOR-HS944T-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HS944T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HS944T-cellline-01-01	inf	0.59	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	1.11	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	1.078	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	0.904	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	1.01	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	0.932	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	1.004	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	0.83	1.0
proliferation	TUMOR-HT144-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HT144-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HT144-cellline-01-01	inf	0.56	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.9946	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.986	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.927	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	1.0318	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.959	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.964	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.88	1.0
proliferation	TUMOR-HUPT3-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HUPT3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HUPT3-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.136	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.217	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	0.908	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.335	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.148	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.162	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.111	1.0
proliferation	TUMOR-K029AX-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-K029AX-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-K029AX-cellline-01-01	inf	1.0549	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	1.035	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	0.914	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	1.082	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	0.962	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	1.0054	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	0.903	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	0.919	1.0
proliferation	TUMOR-KP2-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-KP2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP2-cellline-01-01	inf	0.84	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	0.9971	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	1.0676	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	1.0723	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	1.083	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	1.0264	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	1.0051	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	0.927	1.0
proliferation	TUMOR-KP3-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-KP3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP3-cellline-01-01	inf	0.67	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	1.0265	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	1.0693	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	0.9912	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	0.981	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	1.0595	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	1.0231	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	0.968	1.0
proliferation	TUMOR-KP4-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-KP4-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-KP4-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	1.1	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	0.935	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	1.0831	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	1.0277	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	0.968	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	0.62	1.0
proliferation	TUMOR-L33-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-L33-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-L33-cellline-01-01	inf	0.38	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	1.0109	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	0.962	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	1.0102	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	1.0371	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	1.0154	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	1.0405	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	0.949	1.0
proliferation	TUMOR-LCLC103H-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LCLC103H-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LCLC103H-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.926	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	1.0282	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.86	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.88	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.83	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.76	1.0
proliferation	TUMOR-LOUNH91-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LOUNH91-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LOUNH91-cellline-01-01	inf	0.59	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	1.036	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	1.146	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	1.0101	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	1.0091	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	0.974	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	0.901	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	0.68	1.0
proliferation	TUMOR-LS123-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LS123-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS123-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	0.93	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	1.0382	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	1.0407	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	1.132	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	0.78	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	1.0652	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	1.0212	1.0
proliferation	TUMOR-LS411N-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LS411N-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LS411N-cellline-01-01	inf	0.68	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	1.0444	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	0.93	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	1.14	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	1.0178	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	1.013	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	0.77	1.0
proliferation	TUMOR-LU99-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LU99-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LU99-cellline-01-01	inf	0.34	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	1.14	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	1.0544	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	1.0274	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	0.9	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	0.52	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	0.48	1.0
proliferation	TUMOR-LUDLU1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-LUDLU1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-LUDLU1-cellline-01-01	inf	0.36	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	1.0246	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	1.0726	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	0.9944	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	1.056	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	1.13	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	0.969	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	0.91	1.0
proliferation	TUMOR-MALME3M-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-MALME3M-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-MALME3M-cellline-01-01	inf	0.73	1.0
