observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	1.256	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	1.299	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	0.947	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	1.243	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	0.987	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	1.0703	1.0
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-COLO679-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO679-cellline-01-01	inf	0.57	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	1.44	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	1.148	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.969	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.971	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.65	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-DV90-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-DV90-cellline-01-01	inf	0.56	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.86	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.944	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	1.0191	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	1.0465	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.941	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.967	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-EBC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EBC1-cellline-01-01	inf	0.8	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	1.075	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	0.925	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	1.0472	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	1.0077	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	0.984	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	1.0234	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	1.102	1.0
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-EFM19-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-EFM19-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	1.0052	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.86	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	1.0503	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.9933	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.939	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.963	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.71	1.0
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1187-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1187-cellline-01-01	inf	0.924	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	1.243	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	0.943	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	1.192	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	0.94	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	1.0818	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	1.0941	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1395-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1395-cellline-01-01	inf	0.67	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	1.2	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	0.904	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	0.89	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	0.947	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	1.089	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	1.0494	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	1.0478	1.0
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1569-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1569-cellline-01-01	inf	0.8	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	1.207	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	1.11	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.67	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.42	1.0
proliferation	TUMOR-HCC1806-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1806-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC1806-cellline-01-01	inf	0.32	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	1.0632	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	1.0099	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	1.0578	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	0.77	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	0.57	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	0.29	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	0.2	1.0
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC2935-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC2935-cellline-01-01	inf	0.22	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	1.0589	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.937	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.88	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.73	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.22	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.08	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.08	1.0
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC4006-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC4006-cellline-01-01	inf	0.05	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	1.0254	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	1.112	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	1.226	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	1.129	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	1.0454	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	0.9	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-HCC56-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC56-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC56-cellline-01-01	inf	0.78	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	1.0137	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	1.113	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	1.075	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	1.0582	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	0.86	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	0.83	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-HCC70-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC70-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC70-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	1.101	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	0.979	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	1.0436	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	1.0124	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	1.0846	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	1.0518	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	0.983	1.0
proliferation	TUMOR-HCC78-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC78-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC78-cellline-01-01	inf	0.928	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	1.0485	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	1.0147	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.67	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.28	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.17	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.2	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.14	1.0
proliferation	TUMOR-HCC827-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC827-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HCC827-cellline-01-01	inf	0.1	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	1.0226	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	1.0066	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	0.986	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	1.0138	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	1.000037	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	0.976	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	0.928	1.0
proliferation	TUMOR-HMC18-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HMC18-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMC18-cellline-01-01	inf	0.924	1.0
proliferation	TUMOR-HMCB-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HMCB-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-HMCB-cellline-01-01	inf	1.0624	1.0
